Entity,Code,Day,p_proj_all_ages
Cyprus,CYP,2020-07-12,-8.41
Cyprus,CYP,2020-07-19,1.05
Cyprus,CYP,2020-07-26,9.95
Cyprus,CYP,2020-08-02,7.44
Cyprus,CYP,2020-08-09,-19.54
Cyprus,CYP,2020-08-16,2.96
Cyprus,CYP,2020-08-23,1.22
Cyprus,CYP,2020-08-30,-2.91
Cyprus,CYP,2020-09-06,-7.86
Cyprus,CYP,2020-09-13,12.31
Cyprus,CYP,2020-09-20,-1.08
Cyprus,CYP,2020-09-27,-0.87
Cyprus,CYP,2020-10-04,8.76
Cyprus,CYP,2020-10-11,1.04
Cyprus,CYP,2020-10-18,1.61
Cyprus,CYP,2020-10-25,10.14
Cyprus,CYP,2020-11-01,0.44
Cyprus,CYP,2020-11-08,10.07
Cyprus,CYP,2020-11-15,5.87
Cyprus,CYP,2020-11-22,3.01
Cyprus,CYP,2020-11-29,11.47
Cyprus,CYP,2020-12-06,15.48
Cyprus,CYP,2020-12-13,30.11
Cyprus,CYP,2020-12-20,13.95
Cyprus,CYP,2020-12-27,10.33
Cyprus,CYP,2021-01-03,31.31
Cyprus,CYP,2021-01-10,22.39
Cyprus,CYP,2021-01-17,-14.51
Cyprus,CYP,2021-01-24,-2.96
Cyprus,CYP,2021-01-31,7.86
Cyprus,CYP,2021-02-07,2.0
Cyprus,CYP,2021-02-14,-27.58
Cyprus,CYP,2021-02-21,-2.81
Cyprus,CYP,2021-02-28,-3.97
Cyprus,CYP,2021-03-07,-13.13
Cyprus,CYP,2021-03-14,-7.59
Cyprus,CYP,2021-03-21,4.18
Cyprus,CYP,2021-03-28,-2.22
Cyprus,CYP,2021-04-04,13.96
Cyprus,CYP,2021-04-11,18.84
Cyprus,CYP,2021-04-18,37.53
Cyprus,CYP,2021-04-25,21.83
Cyprus,CYP,2021-05-02,16.76
Cyprus,CYP,2021-05-09,25.71
Cyprus,CYP,2021-05-16,1.71
Cyprus,CYP,2021-05-23,-4.67
Cyprus,CYP,2021-05-30,4.76
Cyprus,CYP,2021-06-06,8.48
Cyprus,CYP,2021-06-13,7.53
Cyprus,CYP,2021-06-20,15.5
Cyprus,CYP,2021-06-27,-3.03
Cyprus,CYP,2021-07-04,27.85
Cyprus,CYP,2021-07-11,23.26
Cyprus,CYP,2021-07-18,16.3
Cyprus,CYP,2021-07-25,41.25
Cyprus,CYP,2021-08-01,51.63
Cyprus,CYP,2021-08-08,57.8
Cyprus,CYP,2021-08-15,47.7
Cyprus,CYP,2021-08-22,34.87
Cyprus,CYP,2021-08-29,37.99
Cyprus,CYP,2021-09-05,26.63
Cyprus,CYP,2021-09-12,20.84
Cyprus,CYP,2021-09-19,17.39
Cyprus,CYP,2021-09-26,15.27
Cyprus,CYP,2021-10-03,20.87
Cyprus,CYP,2021-10-10,13.31
Cyprus,CYP,2021-10-17,21.41
Cyprus,CYP,2021-10-24,13.7
Cyprus,CYP,2021-10-31,8.06
Cyprus,CYP,2021-11-07,-9.17
Cyprus,CYP,2021-11-14,26.5
Cyprus,CYP,2021-11-21,33.44
Cyprus,CYP,2021-11-28,24.44
Cyprus,CYP,2021-12-05,24.1
Cyprus,CYP,2021-12-12,16.84
Cyprus,CYP,2021-12-19,37.82
Cyprus,CYP,2021-12-26,10.87
Cyprus,CYP,2022-01-02,41.55
Cyprus,CYP,2022-01-09,36.98
Cyprus,CYP,2022-01-16,13.15
Cyprus,CYP,2022-01-23,42.57
Cyprus,CYP,2022-01-30,13.53
Cyprus,CYP,2022-02-06,26.83
Cyprus,CYP,2022-02-13,10.32
Cyprus,CYP,2022-02-20,17.49
Cyprus,CYP,2022-02-27,23.84
Cyprus,CYP,2022-03-06,0.07
Cyprus,CYP,2022-03-13,8.81
Cyprus,CYP,2022-03-20,21.35
Cyprus,CYP,2022-03-27,40.71
Cyprus,CYP,2022-04-03,61.66
Czechia,CZE,2020-02-16,-5.93
Czechia,CZE,2020-02-23,-7.62
Czechia,CZE,2020-03-01,-5.92
Czechia,CZE,2020-03-08,-6.51
Czechia,CZE,2020-03-15,-3.31
Czechia,CZE,2020-03-22,0.71
Czechia,CZE,2020-03-29,2.46
Czechia,CZE,2020-04-05,5.23
Czechia,CZE,2020-04-12,3.93
Czechia,CZE,2020-04-19,0.77
Czechia,CZE,2020-04-26,-5.43
Czechia,CZE,2020-05-03,1.87
Czechia,CZE,2020-05-10,-3.22
Czechia,CZE,2020-05-17,0.08
Czechia,CZE,2020-05-24,-5.44
Czechia,CZE,2020-05-31,-6.83
Czechia,CZE,2020-06-07,6.79
Czechia,CZE,2020-06-14,-0.86
Czechia,CZE,2020-06-21,1.57
Czechia,CZE,2020-06-28,3.89
Czechia,CZE,2020-07-05,4.22
Czechia,CZE,2020-07-12,-1.57
Czechia,CZE,2020-07-19,-2.34
Czechia,CZE,2020-07-26,0.78
Czechia,CZE,2020-08-02,7.14
Czechia,CZE,2020-08-09,5.01
Czechia,CZE,2020-08-16,4.2
Czechia,CZE,2020-08-23,4.95
Czechia,CZE,2020-08-30,1.69
Czechia,CZE,2020-09-06,1.86
Czechia,CZE,2020-09-13,4.29
Czechia,CZE,2020-09-20,9.33
Czechia,CZE,2020-09-27,16.06
Czechia,CZE,2020-10-04,11.02
Czechia,CZE,2020-10-11,21.22
Czechia,CZE,2020-10-18,39.25
Czechia,CZE,2020-10-25,71.85
Czechia,CZE,2020-11-01,101.35
Czechia,CZE,2020-11-08,103.79
Czechia,CZE,2020-11-15,80.85
Czechia,CZE,2020-11-22,60.63
Czechia,CZE,2020-11-29,48.6
Czechia,CZE,2020-12-06,43.43
Czechia,CZE,2020-12-13,40.9
Czechia,CZE,2020-12-20,43.1
Czechia,CZE,2020-12-27,40.3
Czechia,CZE,2021-01-03,53.57
Czechia,CZE,2021-01-10,58.77
Czechia,CZE,2021-01-17,56.32
Czechia,CZE,2021-01-24,47.1
Czechia,CZE,2021-01-31,41.17
Czechia,CZE,2021-02-07,32.95
Czechia,CZE,2021-02-14,36.44
Czechia,CZE,2021-02-21,35.84
Czechia,CZE,2021-02-28,41.95
Czechia,CZE,2021-03-07,55.34
Czechia,CZE,2021-03-14,63.21
Czechia,CZE,2021-03-21,60.61
Czechia,CZE,2021-03-28,49.39
Czechia,CZE,2021-04-04,50.22
Czechia,CZE,2021-04-11,32.82
Czechia,CZE,2021-04-18,21.42
Czechia,CZE,2021-04-25,18.28
Czechia,CZE,2021-05-02,14.2
Czechia,CZE,2021-05-09,10.58
Czechia,CZE,2021-05-16,8.04
Czechia,CZE,2021-05-23,0.66
Czechia,CZE,2021-05-30,-4.14
Czechia,CZE,2021-06-06,-1.98
Czechia,CZE,2021-06-13,-2.3
Czechia,CZE,2021-06-20,2.02
Czechia,CZE,2021-06-27,-0.15
Czechia,CZE,2021-07-04,-6.5
Czechia,CZE,2021-07-11,-5.14
Czechia,CZE,2021-07-18,-0.73
Czechia,CZE,2021-07-25,-4.48
Czechia,CZE,2021-08-01,1.01
Czechia,CZE,2021-08-08,-8.64
Czechia,CZE,2021-08-15,-2.16
Czechia,CZE,2021-08-22,-6.15
Czechia,CZE,2021-08-29,-3.17
Czechia,CZE,2021-09-05,-0.72
Czechia,CZE,2021-09-12,2.93
Czechia,CZE,2021-09-19,5.34
Czechia,CZE,2021-09-26,2.6
Czechia,CZE,2021-10-03,-0.06
Czechia,CZE,2021-10-10,-2.17
Czechia,CZE,2021-10-17,2.34
Czechia,CZE,2021-10-24,8.51
Czechia,CZE,2021-10-31,20.3
Czechia,CZE,2021-11-07,27.35
Czechia,CZE,2021-11-14,37.69
Czechia,CZE,2021-11-21,42.1
Czechia,CZE,2021-11-28,50.76
Czechia,CZE,2021-12-05,57.82
Czechia,CZE,2021-12-12,54.9
Czechia,CZE,2021-12-19,41.26
Czechia,CZE,2021-12-26,28.83
Czechia,CZE,2022-01-02,20.13
Czechia,CZE,2022-01-09,4.77
Czechia,CZE,2022-01-16,5.76
Czechia,CZE,2022-01-23,-4.16
Czechia,CZE,2022-01-30,-3.48
Czechia,CZE,2022-02-06,6.06
Czechia,CZE,2022-02-13,5.45
Czechia,CZE,2022-02-20,1.7
Czechia,CZE,2022-02-27,-2.97
Czechia,CZE,2022-03-06,-5.21
Czechia,CZE,2022-03-13,-3.92
Czechia,CZE,2022-03-20,-4.21
Czechia,CZE,2022-03-27,4.92
Czechia,CZE,2022-04-03,10.25
Denmark,DNK,2020-02-16,-11.56
Denmark,DNK,2020-02-23,-12.83
Denmark,DNK,2020-03-01,-15.46
Denmark,DNK,2020-03-08,-11.55
Denmark,DNK,2020-03-15,-10.28
Denmark,DNK,2020-03-22,-1.06
Denmark,DNK,2020-03-29,-0.29
Denmark,DNK,2020-04-05,6.48
Denmark,DNK,2020-04-12,4.04
Denmark,DNK,2020-04-19,2.14
Denmark,DNK,2020-04-26,7.19
Denmark,DNK,2020-05-03,-1.58
Denmark,DNK,2020-05-10,-1.61
Denmark,DNK,2020-05-17,-5.17
Denmark,DNK,2020-05-24,-0.42
Denmark,DNK,2020-05-31,-3.12
Denmark,DNK,2020-06-07,-3.93
Denmark,DNK,2020-06-14,-0.4
Denmark,DNK,2020-06-21,-5.18
Denmark,DNK,2020-06-28,2.52
Denmark,DNK,2020-07-05,2.41
Denmark,DNK,2020-07-12,-1.62
Denmark,DNK,2020-07-19,3.85
Denmark,DNK,2020-07-26,-6.46
Denmark,DNK,2020-08-02,-1.29
Denmark,DNK,2020-08-09,-2.98
Denmark,DNK,2020-08-16,1.93
Denmark,DNK,2020-08-23,-0.42
Denmark,DNK,2020-08-30,-1.85
Denmark,DNK,2020-09-06,1.34
Denmark,DNK,2020-09-13,0.39
Denmark,DNK,2020-09-20,8.72
Denmark,DNK,2020-09-27,-3.47
Denmark,DNK,2020-10-04,-0.44
Denmark,DNK,2020-10-11,-8.2
Denmark,DNK,2020-10-18,-0.47
Denmark,DNK,2020-10-25,8.11
Denmark,DNK,2020-11-01,-3.7
Denmark,DNK,2020-11-08,-0.04
Denmark,DNK,2020-11-15,4.66
Denmark,DNK,2020-11-22,3.13
Denmark,DNK,2020-11-29,2.35
Denmark,DNK,2020-12-06,-0.52
Denmark,DNK,2020-12-13,-0.51
Denmark,DNK,2020-12-20,17.22
Denmark,DNK,2020-12-27,10.77
Denmark,DNK,2021-01-03,15.06
Denmark,DNK,2021-01-10,6.24
Denmark,DNK,2021-01-17,5.01
Denmark,DNK,2021-01-24,11.16
Denmark,DNK,2021-01-31,6.83
Denmark,DNK,2021-02-07,1.4
Denmark,DNK,2021-02-14,-5.51
Denmark,DNK,2021-02-21,-12.05
Denmark,DNK,2021-02-28,-18.92
Denmark,DNK,2021-03-07,-20.33
Denmark,DNK,2021-03-14,-13.04
Denmark,DNK,2021-03-21,-19.22
Denmark,DNK,2021-03-28,-11.04
Denmark,DNK,2021-04-04,-13.53
Denmark,DNK,2021-04-11,-11.02
Denmark,DNK,2021-04-18,-7.19
Denmark,DNK,2021-04-25,-0.52
Denmark,DNK,2021-05-02,-0.91
Denmark,DNK,2021-05-09,4.2
Denmark,DNK,2021-05-16,-0.75
Denmark,DNK,2021-05-23,3.56
Denmark,DNK,2021-05-30,2.35
Denmark,DNK,2021-06-06,2.15
Denmark,DNK,2021-06-13,4.1
Denmark,DNK,2021-06-20,-1.39
Denmark,DNK,2021-06-27,-0.39
Denmark,DNK,2021-07-04,9.39
Denmark,DNK,2021-07-11,-2.72
Denmark,DNK,2021-07-18,9.37
Denmark,DNK,2021-07-25,5.3
Denmark,DNK,2021-08-01,3.7
Denmark,DNK,2021-08-08,12.73
Denmark,DNK,2021-08-15,8.88
Denmark,DNK,2021-08-22,6.47
Denmark,DNK,2021-08-29,5.42
Denmark,DNK,2021-09-05,7.23
Denmark,DNK,2021-09-12,11.29
Denmark,DNK,2021-09-19,6.03
Denmark,DNK,2021-09-26,4.55
Denmark,DNK,2021-10-03,11.77
Denmark,DNK,2021-10-10,5.29
Denmark,DNK,2021-10-17,12.51
Denmark,DNK,2021-10-24,10.47
Denmark,DNK,2021-10-31,11.14
Denmark,DNK,2021-11-07,11.13
Denmark,DNK,2021-11-14,10.18
Denmark,DNK,2021-11-21,6.96
Denmark,DNK,2021-11-28,14.13
Denmark,DNK,2021-12-05,12.3
Denmark,DNK,2021-12-12,12.94
Denmark,DNK,2021-12-19,13.53
Denmark,DNK,2021-12-26,17.33
Denmark,DNK,2022-01-02,15.46
Denmark,DNK,2022-01-09,15.24
Denmark,DNK,2022-01-16,3.85
Denmark,DNK,2022-01-23,2.3
Denmark,DNK,2022-01-30,2.6
Denmark,DNK,2022-02-06,0.81
Denmark,DNK,2022-02-13,7.75
Denmark,DNK,2022-02-20,4.07
Denmark,DNK,2022-02-27,3.95
Denmark,DNK,2022-03-06,-0.12
Denmark,DNK,2022-03-13,0.19
Denmark,DNK,2022-03-20,-1.6
Denmark,DNK,2022-03-27,4.32
Denmark,DNK,2022-04-03,5.52
Estonia,EST,2020-02-16,-0.95
Estonia,EST,2020-02-23,-3.24
Estonia,EST,2020-03-01,-6.5
Estonia,EST,2020-03-08,-13.29
Estonia,EST,2020-03-15,3.94
Estonia,EST,2020-03-22,-1.36
Estonia,EST,2020-03-29,1.47
Estonia,EST,2020-04-05,3.07
Estonia,EST,2020-04-12,0.81
Estonia,EST,2020-04-19,2.01
Estonia,EST,2020-04-26,10.5
Estonia,EST,2020-05-03,3.79
Estonia,EST,2020-05-10,5.46
Estonia,EST,2020-05-17,-7.68
Estonia,EST,2020-05-24,-4.17
Estonia,EST,2020-05-31,8.31
Estonia,EST,2020-06-07,-4.98
Estonia,EST,2020-06-14,0.26
Estonia,EST,2020-06-21,1.27
Estonia,EST,2020-06-28,7.77
Estonia,EST,2020-07-05,0.87
Estonia,EST,2020-07-12,0.41
Estonia,EST,2020-07-19,3.84
Estonia,EST,2020-07-26,4.19
Estonia,EST,2020-08-02,11.97
Estonia,EST,2020-08-09,-3.0
Estonia,EST,2020-08-16,4.72
Estonia,EST,2020-08-23,-1.01
Estonia,EST,2020-08-30,8.09
Estonia,EST,2020-09-06,3.97
Estonia,EST,2020-09-13,-7.28
Estonia,EST,2020-09-20,9.44
Estonia,EST,2020-09-27,13.75
Estonia,EST,2020-10-04,3.69
Estonia,EST,2020-10-11,-5.16
Estonia,EST,2020-10-18,4.43
Estonia,EST,2020-10-25,1.64
Estonia,EST,2020-11-01,-10.37
Estonia,EST,2020-11-08,1.31
Estonia,EST,2020-11-15,-1.19
Estonia,EST,2020-11-22,11.58
Estonia,EST,2020-11-29,12.72
Estonia,EST,2020-12-06,13.11
Estonia,EST,2020-12-13,14.36
Estonia,EST,2020-12-20,9.66
Estonia,EST,2020-12-27,13.24
Estonia,EST,2021-01-03,15.76
Estonia,EST,2021-01-10,8.46
Estonia,EST,2021-01-17,12.16
Estonia,EST,2021-01-24,21.01
Estonia,EST,2021-01-31,3.73
Estonia,EST,2021-02-07,1.07
Estonia,EST,2021-02-14,8.83
Estonia,EST,2021-02-21,4.81
Estonia,EST,2021-02-28,17.97
Estonia,EST,2021-03-07,23.63
Estonia,EST,2021-03-14,23.86
Estonia,EST,2021-03-21,28.24
Estonia,EST,2021-03-28,27.33
Estonia,EST,2021-04-04,26.28
Estonia,EST,2021-04-11,32.94
Estonia,EST,2021-04-18,25.04
Estonia,EST,2021-04-25,20.68
Estonia,EST,2021-05-02,7.97
Estonia,EST,2021-05-09,15.95
Estonia,EST,2021-05-16,17.69
Estonia,EST,2021-05-23,2.61
Estonia,EST,2021-05-30,9.85
Estonia,EST,2021-06-06,5.7
Estonia,EST,2021-06-13,6.23
Estonia,EST,2021-06-20,10.42
Estonia,EST,2021-06-27,42.75
Estonia,EST,2021-07-04,15.89
Estonia,EST,2021-07-11,37.5
Estonia,EST,2021-07-18,18.1
Estonia,EST,2021-07-25,1.57
Estonia,EST,2021-08-01,-1.86
Estonia,EST,2021-08-08,12.94
Estonia,EST,2021-08-15,4.85
Estonia,EST,2021-08-22,2.86
Estonia,EST,2021-08-29,8.59
Estonia,EST,2021-09-05,17.37
Estonia,EST,2021-09-12,25.32
Estonia,EST,2021-09-19,7.1
Estonia,EST,2021-09-26,20.85
Estonia,EST,2021-10-03,18.78
Estonia,EST,2021-10-10,17.32
Estonia,EST,2021-10-17,19.96
Estonia,EST,2021-10-24,19.49
Estonia,EST,2021-10-31,37.86
Estonia,EST,2021-11-07,40.09
Estonia,EST,2021-11-14,37.79
Estonia,EST,2021-11-21,34.26
Estonia,EST,2021-11-28,45.81
Estonia,EST,2021-12-05,22.02
Estonia,EST,2021-12-12,25.96
Estonia,EST,2021-12-19,22.09
Estonia,EST,2021-12-26,19.09
Estonia,EST,2022-01-02,-11.0
Estonia,EST,2022-01-09,8.98
Estonia,EST,2022-01-16,6.1
Estonia,EST,2022-01-23,-1.07
Estonia,EST,2022-01-30,4.57
Estonia,EST,2022-02-06,12.91
Estonia,EST,2022-02-13,7.91
Estonia,EST,2022-02-20,31.03
Estonia,EST,2022-02-27,27.18
Estonia,EST,2022-03-06,17.92
Estonia,EST,2022-03-13,12.58
Estonia,EST,2022-03-20,9.9
Estonia,EST,2022-03-27,8.94
Estonia,EST,2022-04-03,1.05
Finland,FIN,2020-02-16,-1.96
Finland,FIN,2020-02-23,-2.28
Finland,FIN,2020-03-01,-8.01
Finland,FIN,2020-03-08,-1.58
Finland,FIN,2020-03-15,-1.69
Finland,FIN,2020-03-22,1.19
Finland,FIN,2020-03-29,2.1
Finland,FIN,2020-04-05,1.07
Finland,FIN,2020-04-12,10.52
Finland,FIN,2020-04-19,1.39
Finland,FIN,2020-04-26,10.17
Finland,FIN,2020-05-03,6.8
Finland,FIN,2020-05-10,6.06
Finland,FIN,2020-05-17,11.29
Finland,FIN,2020-05-24,-2.33
Finland,FIN,2020-05-31,1.89
Finland,FIN,2020-06-07,-0.34
Finland,FIN,2020-06-14,3.27
Finland,FIN,2020-06-21,8.08
Finland,FIN,2020-06-28,5.06
Finland,FIN,2020-07-05,3.0
Finland,FIN,2020-07-12,-2.1
Finland,FIN,2020-07-19,4.1
Finland,FIN,2020-07-26,-3.08
Finland,FIN,2020-08-02,2.31
Finland,FIN,2020-08-09,0.85
Finland,FIN,2020-08-16,0.56
Finland,FIN,2020-08-23,3.69
Finland,FIN,2020-08-30,0.49
Finland,FIN,2020-09-06,-0.95
Finland,FIN,2020-09-13,13.97
Finland,FIN,2020-09-20,3.79
Finland,FIN,2020-09-27,7.61
Finland,FIN,2020-10-04,-5.84
Finland,FIN,2020-10-11,-5.75
Finland,FIN,2020-10-18,3.61
Finland,FIN,2020-10-25,1.33
Finland,FIN,2020-11-01,7.42
Finland,FIN,2020-11-08,1.28
Finland,FIN,2020-11-15,0.89
Finland,FIN,2020-11-22,7.14
Finland,FIN,2020-11-29,5.14
Finland,FIN,2020-12-06,3.69
Finland,FIN,2020-12-13,2.24
Finland,FIN,2020-12-20,3.48
Finland,FIN,2020-12-27,-4.61
Finland,FIN,2021-01-03,-0.56
Finland,FIN,2021-01-10,-7.5
Finland,FIN,2021-01-17,-6.51
Finland,FIN,2021-01-24,0.27
Finland,FIN,2021-01-31,0.3
Finland,FIN,2021-02-07,-5.39
Finland,FIN,2021-02-14,-8.28
Finland,FIN,2021-02-21,2.92
Finland,FIN,2021-02-28,0.85
Finland,FIN,2021-03-07,-5.01
Finland,FIN,2021-03-14,-7.15
Finland,FIN,2021-03-21,-3.63
Finland,FIN,2021-03-28,-8.5
Finland,FIN,2021-04-04,-3.6
Finland,FIN,2021-04-11,-4.46
Finland,FIN,2021-04-18,-3.97
Finland,FIN,2021-04-25,-2.86
Finland,FIN,2021-05-02,-3.32
Finland,FIN,2021-05-09,0.18
Finland,FIN,2021-05-16,9.44
Finland,FIN,2021-05-23,0.99
Finland,FIN,2021-05-30,0.92
Finland,FIN,2021-06-06,3.5
Finland,FIN,2021-06-13,-1.36
Finland,FIN,2021-06-20,3.14
Finland,FIN,2021-06-27,8.51
Finland,FIN,2021-07-04,3.07
Finland,FIN,2021-07-11,12.1
Finland,FIN,2021-07-18,18.19
Finland,FIN,2021-07-25,2.74
Finland,FIN,2021-08-01,2.63
Finland,FIN,2021-08-08,9.94
Finland,FIN,2021-08-15,15.41
Finland,FIN,2021-08-22,10.45
Finland,FIN,2021-08-29,8.01
Finland,FIN,2021-09-05,8.85
Finland,FIN,2021-09-12,15.32
Finland,FIN,2021-09-19,7.12
Finland,FIN,2021-09-26,10.45
Finland,FIN,2021-10-03,11.27
Finland,FIN,2021-10-10,8.93
Finland,FIN,2021-10-17,12.93
Finland,FIN,2021-10-24,14.98
Finland,FIN,2021-10-31,6.2
Finland,FIN,2021-11-07,2.55
Finland,FIN,2021-11-14,11.97
Finland,FIN,2021-11-21,16.61
Finland,FIN,2021-11-28,16.88
Finland,FIN,2021-12-05,16.03
Finland,FIN,2021-12-12,19.67
Finland,FIN,2021-12-19,12.5
Finland,FIN,2021-12-26,10.7
Finland,FIN,2022-01-02,12.2
Finland,FIN,2022-01-09,6.45
Finland,FIN,2022-01-16,5.53
Finland,FIN,2022-01-23,16.16
Finland,FIN,2022-01-30,7.09
Finland,FIN,2022-02-06,12.02
Finland,FIN,2022-02-13,16.89
Finland,FIN,2022-02-20,11.53
Finland,FIN,2022-02-27,3.22
Finland,FIN,2022-03-06,7.74
Finland,FIN,2022-03-13,10.98
Finland,FIN,2022-03-20,9.21
Finland,FIN,2022-03-27,9.8
Finland,FIN,2022-04-03,15.97
France,FRA,2020-02-16,-7.94
France,FRA,2020-02-23,-10.25
France,FRA,2020-03-01,-8.89
France,FRA,2020-03-08,-6.03
France,FRA,2020-03-15,1.81
France,FRA,2020-03-22,15.78
France,FRA,2020-03-29,35.62
France,FRA,2020-04-05,61.08
France,FRA,2020-04-12,53.15
France,FRA,2020-04-19,35.98
France,FRA,2020-04-26,14.35
France,FRA,2020-05-03,1.71
France,FRA,2020-05-10,0.88
France,FRA,2020-05-17,-0.67
France,FRA,2020-05-24,2.69
France,FRA,2020-05-31,-1.19
France,FRA,2020-06-07,-1.05
France,FRA,2020-06-14,-0.26
France,FRA,2020-06-21,-2.18
France,FRA,2020-06-28,4.03
France,FRA,2020-07-05,-9.25
France,FRA,2020-07-12,-1.87
France,FRA,2020-07-19,-5.68
France,FRA,2020-07-26,-1.76
France,FRA,2020-08-02,3.97
France,FRA,2020-08-09,1.85
France,FRA,2020-08-16,14.05
France,FRA,2020-08-23,-0.95
France,FRA,2020-08-30,-0.69
France,FRA,2020-09-06,2.41
France,FRA,2020-09-13,5.15
France,FRA,2020-09-20,8.0
France,FRA,2020-09-27,-0.5
France,FRA,2020-10-04,6.15
France,FRA,2020-10-11,3.49
France,FRA,2020-10-18,7.62
France,FRA,2020-10-25,19.54
France,FRA,2020-11-01,27.43
France,FRA,2020-11-08,34.75
France,FRA,2020-11-15,33.38
France,FRA,2020-11-22,27.96
France,FRA,2020-11-29,24.08
France,FRA,2020-12-06,21.45
France,FRA,2020-12-13,18.34
France,FRA,2020-12-20,11.96
France,FRA,2020-12-27,6.88
France,FRA,2021-01-03,11.25
France,FRA,2021-01-10,6.08
France,FRA,2021-01-17,4.89
France,FRA,2021-01-24,11.38
France,FRA,2021-01-31,9.83
France,FRA,2021-02-07,7.23
France,FRA,2021-02-14,4.26
France,FRA,2021-02-21,5.34
France,FRA,2021-02-28,0.28
France,FRA,2021-03-07,-2.62
France,FRA,2021-03-14,-1.65
France,FRA,2021-03-21,4.33
France,FRA,2021-03-28,5.3
France,FRA,2021-04-04,10.02
France,FRA,2021-04-11,10.44
France,FRA,2021-04-18,13.15
France,FRA,2021-04-25,15.78
France,FRA,2021-05-02,12.73
France,FRA,2021-05-09,11.96
France,FRA,2021-05-16,4.3
France,FRA,2021-05-23,2.92
France,FRA,2021-05-30,1.22
France,FRA,2021-06-06,1.52
France,FRA,2021-06-13,0.74
France,FRA,2021-06-20,3.57
France,FRA,2021-06-27,-8.32
France,FRA,2021-07-04,-5.96
France,FRA,2021-07-11,-5.78
France,FRA,2021-07-18,-2.63
France,FRA,2021-07-25,6.14
France,FRA,2021-08-01,-1.41
France,FRA,2021-08-08,-0.03
France,FRA,2021-08-15,8.75
France,FRA,2021-08-22,7.75
France,FRA,2021-08-29,2.23
France,FRA,2021-09-05,7.48
France,FRA,2021-09-12,12.06
France,FRA,2021-09-19,1.88
France,FRA,2021-09-26,-0.84
France,FRA,2021-10-03,2.66
France,FRA,2021-10-10,1.26
France,FRA,2021-10-17,4.59
France,FRA,2021-10-24,5.08
France,FRA,2021-10-31,6.11
France,FRA,2021-11-07,1.01
France,FRA,2021-11-14,3.88
France,FRA,2021-11-21,4.85
France,FRA,2021-11-28,8.79
France,FRA,2021-12-05,13.14
France,FRA,2021-12-12,15.92
France,FRA,2021-12-19,12.56
France,FRA,2021-12-26,14.98
France,FRA,2022-01-02,13.26
France,FRA,2022-01-09,4.55
France,FRA,2022-01-16,3.51
France,FRA,2022-01-23,5.57
France,FRA,2022-01-30,11.21
France,FRA,2022-02-06,11.43
France,FRA,2022-02-13,4.58
France,FRA,2022-02-20,1.49
France,FRA,2022-02-27,-4.75
France,FRA,2022-03-06,-4.63
France,FRA,2022-03-13,-4.11
France,FRA,2022-03-20,-1.13
France,FRA,2022-03-27,1.56
France,FRA,2022-04-03,5.87
Germany,DEU,2020-02-16,-8.24
Germany,DEU,2020-02-23,-13.33
Germany,DEU,2020-03-01,-12.82
Germany,DEU,2020-03-08,-10.04
Germany,DEU,2020-03-15,-5.19
Germany,DEU,2020-03-22,-1.74
Germany,DEU,2020-03-29,1.42
Germany,DEU,2020-04-05,9.04
Germany,DEU,2020-04-12,11.65
Germany,DEU,2020-04-19,7.36
Germany,DEU,2020-04-26,3.75
Germany,DEU,2020-05-03,2.85
Germany,DEU,2020-05-10,-0.25
Germany,DEU,2020-05-17,-1.51
Germany,DEU,2020-05-24,1.25
Germany,DEU,2020-05-31,-1.9
Germany,DEU,2020-06-07,1.88
Germany,DEU,2020-06-14,0.94
Germany,DEU,2020-06-21,-2.28
Germany,DEU,2020-06-28,2.32
Germany,DEU,2020-07-05,-5.61
Germany,DEU,2020-07-12,-3.48
Germany,DEU,2020-07-19,-3.49
Germany,DEU,2020-07-26,-4.65
Germany,DEU,2020-08-02,0.35
Germany,DEU,2020-08-09,2.73
Germany,DEU,2020-08-16,17.1
Germany,DEU,2020-08-23,5.49
Germany,DEU,2020-08-30,-0.87
Germany,DEU,2020-09-06,2.44
Germany,DEU,2020-09-13,3.15
Germany,DEU,2020-09-20,5.26
Germany,DEU,2020-09-27,3.58
Germany,DEU,2020-10-04,3.54
Germany,DEU,2020-10-11,-1.04
Germany,DEU,2020-10-18,0.94
Germany,DEU,2020-10-25,5.6
Germany,DEU,2020-11-01,6.06
Germany,DEU,2020-11-08,5.91
Germany,DEU,2020-11-15,9.62
Germany,DEU,2020-11-22,11.08
Germany,DEU,2020-11-29,16.3
Germany,DEU,2020-12-06,20.65
Germany,DEU,2020-12-13,28.25
Germany,DEU,2020-12-20,29.54
Germany,DEU,2020-12-27,36.18
Germany,DEU,2021-01-03,36.11
Germany,DEU,2021-01-10,25.96
Germany,DEU,2021-01-17,22.02
Germany,DEU,2021-01-24,20.04
Germany,DEU,2021-01-31,11.58
Germany,DEU,2021-02-07,3.67
Germany,DEU,2021-02-14,-0.3
Germany,DEU,2021-02-21,-4.91
Germany,DEU,2021-02-28,-13.76
Germany,DEU,2021-03-07,-18.03
Germany,DEU,2021-03-14,-15.44
Germany,DEU,2021-03-21,-12.82
Germany,DEU,2021-03-28,-8.78
Germany,DEU,2021-04-04,-5.23
Germany,DEU,2021-04-11,-1.13
Germany,DEU,2021-04-18,3.22
Germany,DEU,2021-04-25,6.65
Germany,DEU,2021-05-02,8.48
