Entity,Code,Day,Daily hospital occupancy
Canada,CAN,2021-03-27,2514
Canada,CAN,2021-03-28,2584
Canada,CAN,2021-03-29,2651
Canada,CAN,2021-03-30,2655
Canada,CAN,2021-03-31,2691
Canada,CAN,2021-04-01,2706
Canada,CAN,2021-04-02,2801
Canada,CAN,2021-04-03,2879
Canada,CAN,2021-04-04,2961
Canada,CAN,2021-04-05,3089
Canada,CAN,2021-04-06,3142
Canada,CAN,2021-04-07,3205
Canada,CAN,2021-04-08,3269
Canada,CAN,2021-04-09,3373
Canada,CAN,2021-04-10,3535
Canada,CAN,2021-04-11,3668
Canada,CAN,2021-04-12,3778
Canada,CAN,2021-04-13,3883
Canada,CAN,2021-04-14,3922
Canada,CAN,2021-04-15,4038
Canada,CAN,2021-04-16,4196
Canada,CAN,2021-04-17,4289
Canada,CAN,2021-04-18,4406
Canada,CAN,2021-04-19,4420
Canada,CAN,2021-04-20,4518
Canada,CAN,2021-04-21,4500
Canada,CAN,2021-04-22,4485
Canada,CAN,2021-04-23,4458
Canada,CAN,2021-04-24,4522
Canada,CAN,2021-04-25,4562
Canada,CAN,2021-04-26,4546
Canada,CAN,2021-04-27,4516
Canada,CAN,2021-04-28,4427
Canada,CAN,2021-04-29,4382
Canada,CAN,2021-04-30,4335
Canada,CAN,2021-05-01,4387
Canada,CAN,2021-05-02,4439
Canada,CAN,2021-05-03,4330
Canada,CAN,2021-05-04,4226
Canada,CAN,2021-05-05,4165
Canada,CAN,2021-05-06,4045
Canada,CAN,2021-05-07,3958
Canada,CAN,2021-05-08,3939
Canada,CAN,2021-05-09,3996
Canada,CAN,2021-05-10,3875
Canada,CAN,2021-05-11,3891
Canada,CAN,2021-05-12,3826
Canada,CAN,2021-05-13,3811
Canada,CAN,2021-05-14,3619
Canada,CAN,2021-05-15,3639
Canada,CAN,2021-05-16,3698
Canada,CAN,2021-05-17,3561
Canada,CAN,2021-05-18,3473
Canada,CAN,2021-05-19,3393
Canada,CAN,2021-05-20,3277
Canada,CAN,2021-05-21,3260
Canada,CAN,2021-05-22,3123
Canada,CAN,2021-05-23,3155
Canada,CAN,2021-05-24,3090
Canada,CAN,2021-05-25,3004
Canada,CAN,2021-05-26,2920
Canada,CAN,2021-05-27,2782
Canada,CAN,2021-05-28,2637
Canada,CAN,2021-05-29,2581
Canada,CAN,2021-05-30,2527
Canada,CAN,2021-05-31,2398
Canada,CAN,2021-06-01,2351
Canada,CAN,2021-06-02,2224
Canada,CAN,2021-06-03,2099
Canada,CAN,2021-06-04,2036
Canada,CAN,2021-06-05,2025
Canada,CAN,2021-06-06,1988
Canada,CAN,2021-06-07,1931
Canada,CAN,2021-06-08,1851
Canada,CAN,2021-06-09,1785
Canada,CAN,2021-06-10,1688
Canada,CAN,2021-06-11,1614
Canada,CAN,2021-06-12,1604
Canada,CAN,2021-06-13,1568
Canada,CAN,2021-06-14,1544
Canada,CAN,2021-06-15,1472
Canada,CAN,2021-06-16,1388
Canada,CAN,2021-06-17,1324
Canada,CAN,2021-06-18,1271
Canada,CAN,2021-06-19,1237
Canada,CAN,2021-06-20,1255
Canada,CAN,2021-06-21,1167
Canada,CAN,2021-06-22,1133
Canada,CAN,2021-06-23,1087
Canada,CAN,2021-06-24,1066
Canada,CAN,2021-06-25,1021
Canada,CAN,2021-06-26,1004
Canada,CAN,2021-06-27,1001
Canada,CAN,2021-06-28,980
Canada,CAN,2021-06-29,936
Canada,CAN,2021-06-30,898
Canada,CAN,2021-07-01,852
Canada,CAN,2021-07-02,830
Canada,CAN,2021-07-03,812
Canada,CAN,2021-07-04,810
Canada,CAN,2021-07-05,800
Canada,CAN,2021-07-06,790
Canada,CAN,2021-07-07,780
Canada,CAN,2021-07-08,723
Canada,CAN,2021-07-09,701
Canada,CAN,2021-07-10,714
Canada,CAN,2021-07-11,701
Canada,CAN,2021-07-12,680
Canada,CAN,2021-07-13,662
Canada,CAN,2021-07-14,645
Canada,CAN,2021-07-15,626
Canada,CAN,2021-07-16,595
Canada,CAN,2021-07-17,602
Canada,CAN,2021-07-18,607
Canada,CAN,2021-07-19,586
Canada,CAN,2021-07-20,570
Canada,CAN,2021-07-21,565
Canada,CAN,2021-07-22,545
Canada,CAN,2021-07-23,511
Canada,CAN,2021-07-24,509
Canada,CAN,2021-07-25,528
Canada,CAN,2021-07-26,514
Canada,CAN,2021-07-27,494
Canada,CAN,2021-07-28,499
Canada,CAN,2021-07-29,496
Canada,CAN,2021-07-30,487
Canada,CAN,2021-07-31,475
Canada,CAN,2021-08-01,482
Canada,CAN,2021-08-02,487
Canada,CAN,2021-08-03,497
Canada,CAN,2021-08-04,517
Canada,CAN,2021-08-05,545
Canada,CAN,2021-08-06,516
Canada,CAN,2021-08-07,529
Canada,CAN,2021-08-08,514
Canada,CAN,2021-08-09,548
Canada,CAN,2021-08-10,567
Canada,CAN,2021-08-11,593
Canada,CAN,2021-08-12,619
Canada,CAN,2021-08-13,640
Canada,CAN,2021-08-14,631
Canada,CAN,2021-08-15,653
Canada,CAN,2021-08-16,711
Canada,CAN,2021-08-17,734
Canada,CAN,2021-08-18,778
Canada,CAN,2021-08-19,830
Canada,CAN,2021-08-20,878
Canada,CAN,2021-08-21,781
Canada,CAN,2021-08-22,841
Canada,CAN,2021-08-23,857
Canada,CAN,2021-08-24,1045
Canada,CAN,2021-08-25,1090
Canada,CAN,2021-08-26,1162
Canada,CAN,2021-08-27,1191
Canada,CAN,2021-08-28,1199
Canada,CAN,2021-08-29,1225
Canada,CAN,2021-08-30,1288
Canada,CAN,2021-08-31,1339
Canada,CAN,2021-09-01,1376
Canada,CAN,2021-09-02,1403
Canada,CAN,2021-09-03,1488
Canada,CAN,2021-09-04,1536
Canada,CAN,2021-09-05,1573
Canada,CAN,2021-09-06,1612
Canada,CAN,2021-09-07,1707
Canada,CAN,2021-09-08,1793
Canada,CAN,2021-09-09,1820
Canada,CAN,2021-09-10,1912
Canada,CAN,2021-09-11,1565
Canada,CAN,2021-09-12,1982
Canada,CAN,2021-09-13,1993
Canada,CAN,2021-09-14,2103
Canada,CAN,2021-09-15,2119
Canada,CAN,2021-09-16,2124
Canada,CAN,2021-09-17,2142
Canada,CAN,2021-09-18,1862
Canada,CAN,2021-09-19,1901
Canada,CAN,2021-09-20,2259
Canada,CAN,2021-09-21,2360
Canada,CAN,2021-09-22,2390
Canada,CAN,2021-09-23,2435
Canada,CAN,2021-09-24,2418
Canada,CAN,2021-09-25,2050
Canada,CAN,2021-09-26,2101
Canada,CAN,2021-09-27,2477
Canada,CAN,2021-09-28,2505
Canada,CAN,2021-09-29,2485
Canada,CAN,2021-09-30,2138
Canada,CAN,2021-10-01,2458
Canada,CAN,2021-10-02,2147
Canada,CAN,2021-10-03,2147
Canada,CAN,2021-10-04,2526
Canada,CAN,2021-10-05,2549
Canada,CAN,2021-10-06,2577
Canada,CAN,2021-10-07,2593
Canada,CAN,2021-10-08,2555
Canada,CAN,2021-10-09,2491
Canada,CAN,2021-10-10,2508
Canada,CAN,2021-10-11,2499
Canada,CAN,2021-10-12,2496
Canada,CAN,2021-10-13,2507
Canada,CAN,2021-10-14,2467
Canada,CAN,2021-10-15,2474
Canada,CAN,2021-10-16,2423
Canada,CAN,2021-10-17,2446
Canada,CAN,2021-10-18,2425
Canada,CAN,2021-10-19,2408
Canada,CAN,2021-10-20,2342
Canada,CAN,2021-10-21,2317
Canada,CAN,2021-10-22,2256
Canada,CAN,2021-10-23,2214
Canada,CAN,2021-10-24,2196
Canada,CAN,2021-10-25,2145
Canada,CAN,2021-10-26,2106
Canada,CAN,2021-10-27,2102
Canada,CAN,2021-10-28,2085
Canada,CAN,2021-10-29,2052
Canada,CAN,2021-10-30,2011
Canada,CAN,2021-10-31,2024
Canada,CAN,2021-11-01,2014
Canada,CAN,2021-11-02,2061
Canada,CAN,2021-11-03,1956
Canada,CAN,2021-11-04,1936
Canada,CAN,2021-11-05,1927
Canada,CAN,2021-11-06,1916
Canada,CAN,2021-11-07,1924
Canada,CAN,2021-11-08,1875
Canada,CAN,2021-11-09,1880
Canada,CAN,2021-11-10,1780
Canada,CAN,2021-11-11,1796
Canada,CAN,2021-11-12,1787
Canada,CAN,2021-11-13,1787
Canada,CAN,2021-11-14,1802
Canada,CAN,2021-11-15,1766
Canada,CAN,2021-11-16,1773
Canada,CAN,2021-11-17,1750
Canada,CAN,2021-11-18,1735
Canada,CAN,2021-11-19,1711
Canada,CAN,2021-11-20,1690
Canada,CAN,2021-11-21,1716
Canada,CAN,2021-11-22,1699
Canada,CAN,2021-11-23,1687
Canada,CAN,2021-11-24,1662
Canada,CAN,2021-11-25,1584
Canada,CAN,2021-11-26,1584
Canada,CAN,2021-11-27,1596
Canada,CAN,2021-11-28,1595
Canada,CAN,2021-11-29,1634
Canada,CAN,2021-11-30,1644
Canada,CAN,2021-12-01,1625
Canada,CAN,2021-12-02,1579
Canada,CAN,2021-12-03,1543
Canada,CAN,2021-12-04,1539
Canada,CAN,2021-12-05,1586
Canada,CAN,2021-12-06,1563
Canada,CAN,2021-12-07,1549
Canada,CAN,2021-12-08,1528
Canada,CAN,2021-12-09,1521
Canada,CAN,2021-12-10,1512
Canada,CAN,2021-12-11,1534
Canada,CAN,2021-12-12,1564
Canada,CAN,2021-12-13,1539
Canada,CAN,2021-12-14,1519
Canada,CAN,2021-12-15,1537
Canada,CAN,2021-12-16,1550
Canada,CAN,2021-12-17,1577
Canada,CAN,2021-12-18,1589
Canada,CAN,2021-12-19,1658
Canada,CAN,2021-12-20,1671
Canada,CAN,2021-12-21,1711
Canada,CAN,2021-12-22,1795
Canada,CAN,2021-12-23,1799
Canada,CAN,2021-12-24,1837
Canada,CAN,2021-12-25,1884
Canada,CAN,2021-12-26,2168
Canada,CAN,2021-12-27,2412
Canada,CAN,2021-12-28,2632
Canada,CAN,2021-12-29,2999
Canada,CAN,2021-12-30,3362
Canada,CAN,2021-12-31,3339
Canada,CAN,2022-01-01,3865
Canada,CAN,2022-01-02,4274
Canada,CAN,2022-01-03,4758
Canada,CAN,2022-01-04,5322
Canada,CAN,2022-01-05,5780
Canada,CAN,2022-01-06,6131
Canada,CAN,2022-01-07,6743
Canada,CAN,2022-01-08,7180
Canada,CAN,2022-01-09,7451
Canada,CAN,2022-01-10,8088
Canada,CAN,2022-01-11,8551
Canada,CAN,2022-01-12,8979
Canada,CAN,2022-01-13,9342
Canada,CAN,2022-01-14,9621
Canada,CAN,2022-01-15,9986
Canada,CAN,2022-01-16,10259
Canada,CAN,2022-01-17,10588
Canada,CAN,2022-01-18,10587
Canada,CAN,2022-01-19,10743
Canada,CAN,2022-01-20,10721
Canada,CAN,2022-01-21,10651
Canada,CAN,2022-01-22,10673
Canada,CAN,2022-01-23,10836
Canada,CAN,2022-01-24,11022
Canada,CAN,2022-01-25,10734
Canada,CAN,2022-01-26,10554
Canada,CAN,2022-01-27,10448
Canada,CAN,2022-01-28,10069
Canada,CAN,2022-01-29,9911
Canada,CAN,2022-01-30,9970
Canada,CAN,2022-01-31,9956
Canada,CAN,2022-02-01,9708
Canada,CAN,2022-02-02,9394
Canada,CAN,2022-02-03,9149
Canada,CAN,2022-02-04,8832
Canada,CAN,2022-02-05,8595
Canada,CAN,2022-02-06,8591
Canada,CAN,2022-02-07,8501
Canada,CAN,2022-02-08,8286
Canada,CAN,2022-02-09,8106
Canada,CAN,2022-02-10,7800
Canada,CAN,2022-02-11,7492
Canada,CAN,2022-02-12,7247
Canada,CAN,2022-02-13,7331
Canada,CAN,2022-02-14,7153
Canada,CAN,2022-02-15,6933
Canada,CAN,2022-02-16,6759
Canada,CAN,2022-02-17,6561
Canada,CAN,2022-02-18,6351
Canada,CAN,2022-02-19,6207
Canada,CAN,2022-02-20,6235
Canada,CAN,2022-02-21,6177
Canada,CAN,2022-02-22,6041
Canada,CAN,2022-02-23,5953
Canada,CAN,2022-02-24,5633
Canada,CAN,2022-02-25,5425
Canada,CAN,2022-02-26,5266
Canada,CAN,2022-02-27,5237
Canada,CAN,2022-02-28,5138
Canada,CAN,2022-03-01,4989
Canada,CAN,2022-03-02,4961
Canada,CAN,2022-03-03,4866
Canada,CAN,2022-03-04,4722
Canada,CAN,2022-03-05,4616
Canada,CAN,2022-03-06,4654
Canada,CAN,2022-03-07,4650
Canada,CAN,2022-03-08,4520
Canada,CAN,2022-03-09,4549
Canada,CAN,2022-03-10,4369
Canada,CAN,2022-03-11,4258
Canada,CAN,2022-03-12,4153
Canada,CAN,2022-03-13,4154
Canada,CAN,2022-03-14,4177
Canada,CAN,2022-03-15,4131
Canada,CAN,2022-03-16,4043
Canada,CAN,2022-03-17,3941
Canada,CAN,2022-03-18,3898
Canada,CAN,2022-03-19,3878
Canada,CAN,2022-03-20,3947
Canada,CAN,2022-03-21,3990
Canada,CAN,2022-03-22,4002
Canada,CAN,2022-03-23,4010
Canada,CAN,2022-03-24,4062
Canada,CAN,2022-03-25,4025
Canada,CAN,2022-03-26,4148
Canada,CAN,2022-03-27,4234
Canada,CAN,2022-03-28,4248
Canada,CAN,2022-03-29,4363
Canada,CAN,2022-03-30,4376
Canada,CAN,2022-03-31,4543
Canada,CAN,2022-04-01,4609
Canada,CAN,2022-04-02,4711
Canada,CAN,2022-04-03,4958
Croatia,HRV,2020-04-15,341
Croatia,HRV,2020-04-16,372
Croatia,HRV,2020-04-17,372
Croatia,HRV,2020-04-18,361
Croatia,HRV,2020-04-19,331
Croatia,HRV,2020-04-20,324
Croatia,HRV,2020-04-21,317
Croatia,HRV,2020-04-22,314
Croatia,HRV,2020-04-23,321
Croatia,HRV,2020-04-24,325
Croatia,HRV,2020-04-25,316
Croatia,HRV,2020-04-26,314
Croatia,HRV,2020-04-27,303
Croatia,HRV,2020-04-28,287
Croatia,HRV,2020-04-29,269
Croatia,HRV,2020-04-30,261
Croatia,HRV,2020-05-01,245
Croatia,HRV,2020-05-02,239
Croatia,HRV,2020-05-03,231
Croatia,HRV,2020-05-04,228
Croatia,HRV,2020-05-05,217
Croatia,HRV,2020-05-06,206
Croatia,HRV,2020-05-07,195
Croatia,HRV,2020-05-08,184
Croatia,HRV,2020-05-09,181
Croatia,HRV,2020-05-10,169
Croatia,HRV,2020-05-11,160
Croatia,HRV,2020-05-12,159
Croatia,HRV,2020-05-13,150
Croatia,HRV,2020-05-14,146
Croatia,HRV,2020-05-15,142
Croatia,HRV,2020-05-16,137
Croatia,HRV,2020-05-17,130
Croatia,HRV,2020-05-18,122
Croatia,HRV,2020-05-19,120
Croatia,HRV,2020-05-20,117
Croatia,HRV,2020-05-21,117
Croatia,HRV,2020-05-22,102
Croatia,HRV,2020-05-23,84
Croatia,HRV,2020-05-24,81
Croatia,HRV,2020-05-25,78
Croatia,HRV,2020-05-26,42
Croatia,HRV,2020-05-27,38
Croatia,HRV,2020-05-28,34
Croatia,HRV,2020-05-29,28
Croatia,HRV,2020-05-30,27
Croatia,HRV,2020-05-31,23
Croatia,HRV,2020-06-01,22
Croatia,HRV,2020-06-02,17
Croatia,HRV,2020-06-03,17
Croatia,HRV,2020-06-04,15
Croatia,HRV,2020-06-05,12
Croatia,HRV,2020-06-06,10
Croatia,HRV,2020-06-07,10
Croatia,HRV,2020-06-08,10
Croatia,HRV,2020-06-09,6
Croatia,HRV,2020-06-10,7
Croatia,HRV,2020-06-11,7
Croatia,HRV,2020-06-12,6
Croatia,HRV,2020-06-13,6
Croatia,HRV,2020-06-14,7
Croatia,HRV,2020-06-15,7
Croatia,HRV,2020-06-16,4
Croatia,HRV,2020-06-17,5
Croatia,HRV,2020-06-18,9
Croatia,HRV,2020-06-19,8
Croatia,HRV,2020-06-20,8
Croatia,HRV,2020-06-21,9
Croatia,HRV,2020-06-22,9
Croatia,HRV,2020-06-23,16
Croatia,HRV,2020-06-24,18
Croatia,HRV,2020-06-25,42
Croatia,HRV,2020-06-26,51
Croatia,HRV,2020-06-27,54
Croatia,HRV,2020-06-28,60
Croatia,HRV,2020-06-29,65
Croatia,HRV,2020-06-30,75
Croatia,HRV,2020-07-01,80
Croatia,HRV,2020-07-02,84
Croatia,HRV,2020-07-03,88
Croatia,HRV,2020-07-04,85
Croatia,HRV,2020-07-05,93
Croatia,HRV,2020-07-06,90
Croatia,HRV,2020-07-07,89
Croatia,HRV,2020-07-08,91
Croatia,HRV,2020-07-09,100
Croatia,HRV,2020-07-10,104
Croatia,HRV,2020-07-11,124
Croatia,HRV,2020-07-12,132
Croatia,HRV,2020-07-13,132
Croatia,HRV,2020-07-14,129
Croatia,HRV,2020-07-15,132
Croatia,HRV,2020-07-16,136
Croatia,HRV,2020-07-17,137
Croatia,HRV,2020-07-18,139
Croatia,HRV,2020-07-19,153
Croatia,HRV,2020-07-20,147
Croatia,HRV,2020-07-21,138
Croatia,HRV,2020-07-22,143
Croatia,HRV,2020-07-23,132
Croatia,HRV,2020-07-24,139
Croatia,HRV,2020-07-25,134
Croatia,HRV,2020-07-26,142
Croatia,HRV,2020-07-27,138
Croatia,HRV,2020-07-28,133
Croatia,HRV,2020-07-29,132
Croatia,HRV,2020-07-30,130
Croatia,HRV,2020-07-31,125
Croatia,HRV,2020-08-01,127
Croatia,HRV,2020-08-02,131
Croatia,HRV,2020-08-03,130
Croatia,HRV,2020-08-04,117
Croatia,HRV,2020-08-05,111
Croatia,HRV,2020-08-06,110
Croatia,HRV,2020-08-07,122
Croatia,HRV,2020-08-08,120
Croatia,HRV,2020-08-09,121
Croatia,HRV,2020-08-10,124
Croatia,HRV,2020-08-11,115
Croatia,HRV,2020-08-12,117
Croatia,HRV,2020-08-13,115
Croatia,HRV,2020-08-14,106
Croatia,HRV,2020-08-15,118
Croatia,HRV,2020-08-16,126
Croatia,HRV,2020-08-17,126
Croatia,HRV,2020-08-18,120
Croatia,HRV,2020-08-19,122
Croatia,HRV,2020-08-20,127
Croatia,HRV,2020-08-21,135
Croatia,HRV,2020-08-22,143
Croatia,HRV,2020-08-23,155
Croatia,HRV,2020-08-24,163
Croatia,HRV,2020-08-25,167
Croatia,HRV,2020-08-26,174
Croatia,HRV,2020-08-27,194
Croatia,HRV,2020-08-28,212
Croatia,HRV,2020-08-29,211
Croatia,HRV,2020-08-30,229
Croatia,HRV,2020-08-31,251
Croatia,HRV,2020-09-01,258
Croatia,HRV,2020-09-02,258
Croatia,HRV,2020-09-03,269
Croatia,HRV,2020-09-04,283
Croatia,HRV,2020-09-05,285
Croatia,HRV,2020-09-06,296
Croatia,HRV,2020-09-07,307
Croatia,HRV,2020-09-08,303
Croatia,HRV,2020-09-09,299
Croatia,HRV,2020-09-10,320
Croatia,HRV,2020-09-11,327
Croatia,HRV,2020-09-12,313
Croatia,HRV,2020-09-13,309
Croatia,HRV,2020-09-14,310
Croatia,HRV,2020-09-15,299
Croatia,HRV,2020-09-16,293
Croatia,HRV,2020-09-17,300
Croatia,HRV,2020-09-18,280
Croatia,HRV,2020-09-19,288
Croatia,HRV,2020-09-20,281
Croatia,HRV,2020-09-21,297
Croatia,HRV,2020-09-22,278
Croatia,HRV,2020-09-23,278
Croatia,HRV,2020-09-24,266
Croatia,HRV,2020-09-25,273
Croatia,HRV,2020-09-26,271
Croatia,HRV,2020-09-27,280
Croatia,HRV,2020-09-28,291
Croatia,HRV,2020-09-29,274
Croatia,HRV,2020-09-30,288
Croatia,HRV,2020-10-01,297
Croatia,HRV,2020-10-02,286
Croatia,HRV,2020-10-03,289
Croatia,HRV,2020-10-04,296
Croatia,HRV,2020-10-05,326
Croatia,HRV,2020-10-06,334
Croatia,HRV,2020-10-07,344
Croatia,HRV,2020-10-08,361
Croatia,HRV,2020-10-09,385
Croatia,HRV,2020-10-10,382
Croatia,HRV,2020-10-11,384
Croatia,HRV,2020-10-12,404
Croatia,HRV,2020-10-13,424
Croatia,HRV,2020-10-14,441
Croatia,HRV,2020-10-15,439
Croatia,HRV,2020-10-16,505
Croatia,HRV,2020-10-17,530
Croatia,HRV,2020-10-18,548
Croatia,HRV,2020-10-19,571
Croatia,HRV,2020-10-20,574
Croatia,HRV,2020-10-21,622
Croatia,HRV,2020-10-22,661
Croatia,HRV,2020-10-23,716
Croatia,HRV,2020-10-24,731
Croatia,HRV,2020-10-25,825
Croatia,HRV,2020-10-26,864
Croatia,HRV,2020-10-27,897
Croatia,HRV,2020-10-28,932
Croatia,HRV,2020-10-29,985
Croatia,HRV,2020-10-30,1027
Croatia,HRV,2020-10-31,1049
Croatia,HRV,2020-11-01,1097
Croatia,HRV,2020-11-02,1127
Croatia,HRV,2020-11-03,1192
Croatia,HRV,2020-11-04,1221
Croatia,HRV,2020-11-05,1278
Croatia,HRV,2020-11-06,1307
Croatia,HRV,2020-11-07,1330
Croatia,HRV,2020-11-08,1396
Croatia,HRV,2020-11-09,1451
Croatia,HRV,2020-11-10,1513
Croatia,HRV,2020-11-11,1545
Croatia,HRV,2020-11-12,1598
Croatia,HRV,2020-11-13,1620
Croatia,HRV,2020-11-14,1655
Croatia,HRV,2020-11-15,1710
Croatia,HRV,2020-11-16,1816
Croatia,HRV,2020-11-17,1827
Croatia,HRV,2020-11-18,1878
Croatia,HRV,2020-11-19,1944
Croatia,HRV,2020-11-20,1992
Croatia,HRV,2020-11-21,1981
Croatia,HRV,2020-11-22,2031
Croatia,HRV,2020-11-23,2060
Croatia,HRV,2020-11-24,2093
Croatia,HRV,2020-11-25,2136
Croatia,HRV,2020-11-26,2171
Croatia,HRV,2020-11-27,2240
Croatia,HRV,2020-11-28,2221
Croatia,HRV,2020-11-29,2273
Croatia,HRV,2020-11-30,2358
Croatia,HRV,2020-12-01,2351
Croatia,HRV,2020-12-02,2408
Croatia,HRV,2020-12-03,2501
Croatia,HRV,2020-12-04,2527
Croatia,HRV,2020-12-05,2514
Croatia,HRV,2020-12-06,2543
Croatia,HRV,2020-12-07,2629
Croatia,HRV,2020-12-08,2660
Croatia,HRV,2020-12-09,2703
Croatia,HRV,2020-12-10,2754
Croatia,HRV,2020-12-11,2802
Croatia,HRV,2020-12-12,2792
Croatia,HRV,2020-12-13,2864
Croatia,HRV,2020-12-14,2857
Croatia,HRV,2020-12-15,2897
Croatia,HRV,2020-12-16,2907
Croatia,HRV,2020-12-17,2943
Croatia,HRV,2020-12-18,2918
Croatia,HRV,2020-12-19,2873
Croatia,HRV,2020-12-20,2976
Croatia,HRV,2020-12-21,2956
Croatia,HRV,2020-12-22,2895
Croatia,HRV,2020-12-23,2843
Croatia,HRV,2020-12-24,2749
Croatia,HRV,2020-12-25,2662
Croatia,HRV,2020-12-26,2664
Croatia,HRV,2020-12-27,2691
Croatia,HRV,2020-12-28,2720
Croatia,HRV,2020-12-29,2654
Croatia,HRV,2020-12-30,2608
Croatia,HRV,2020-12-31,2524
Croatia,HRV,2021-01-01,2478
Croatia,HRV,2021-01-02,2437
Croatia,HRV,2021-01-03,2453
Croatia,HRV,2021-01-04,2453
Croatia,HRV,2021-01-05,2390
Croatia,HRV,2021-01-06,2264
Croatia,HRV,2021-01-07,2284
Croatia,HRV,2021-01-08,2251
Croatia,HRV,2021-01-09,2084
Croatia,HRV,2021-01-10,2131
Croatia,HRV,2021-01-11,2140
Croatia,HRV,2021-01-12,2048
Croatia,HRV,2021-01-13,1993
Croatia,HRV,2021-01-14,1921
Croatia,HRV,2021-01-15,1855
Croatia,HRV,2021-01-16,1760
Croatia,HRV,2021-01-17,1761
Croatia,HRV,2021-01-18,1742
Croatia,HRV,2021-01-19,1713
Croatia,HRV,2021-01-20,1603
Croatia,HRV,2021-01-21,1562
Croatia,HRV,2021-01-22,1518
Croatia,HRV,2021-01-23,1468
Croatia,HRV,2021-01-24,1474
Croatia,HRV,2021-01-25,1485
Croatia,HRV,2021-01-26,1491
Croatia,HRV,2021-01-27,1381
Croatia,HRV,2021-01-28,1326
Croatia,HRV,2021-01-29,1286
Croatia,HRV,2021-01-30,1249
Croatia,HRV,2021-01-31,1275
Croatia,HRV,2021-02-01,1288
Croatia,HRV,2021-02-02,1258
Croatia,HRV,2021-02-03,1222
Croatia,HRV,2021-02-04,1196
Croatia,HRV,2021-02-05,1203
Croatia,HRV,2021-02-06,1143
Croatia,HRV,2021-02-07,1142
Croatia,HRV,2021-02-08,1137
Croatia,HRV,2021-02-09,1082
Croatia,HRV,2021-02-10,1055
Croatia,HRV,2021-02-11,1029
Croatia,HRV,2021-02-12,1007
Croatia,HRV,2021-02-13,955
Croatia,HRV,2021-02-14,943
Croatia,HRV,2021-02-15,951
Croatia,HRV,2021-02-16,927
Croatia,HRV,2021-02-17,884
Croatia,HRV,2021-02-18,829
Croatia,HRV,2021-02-19,798
Croatia,HRV,2021-02-20,782
Croatia,HRV,2021-02-21,789
Croatia,HRV,2021-02-22,792
Croatia,HRV,2021-02-23,786
Croatia,HRV,2021-02-24,791
Croatia,HRV,2021-02-25,790
Croatia,HRV,2021-02-26,780
Croatia,HRV,2021-02-27,760
Croatia,HRV,2021-02-28,762
Croatia,HRV,2021-03-01,791
Croatia,HRV,2021-03-02,770
Croatia,HRV,2021-03-03,758
Croatia,HRV,2021-03-04,740
Croatia,HRV,2021-03-05,744
Croatia,HRV,2021-03-06,738
Croatia,HRV,2021-03-07,767
Croatia,HRV,2021-03-08,805
Croatia,HRV,2021-03-09,785
Croatia,HRV,2021-03-10,807
Croatia,HRV,2021-03-11,811
Croatia,HRV,2021-03-12,811
Croatia,HRV,2021-03-13,805
Croatia,HRV,2021-03-14,855
Croatia,HRV,2021-03-15,874
Croatia,HRV,2021-03-16,858
Croatia,HRV,2021-03-17,889
Croatia,HRV,2021-03-18,894
Croatia,HRV,2021-03-19,918
Croatia,HRV,2021-03-20,931
Croatia,HRV,2021-03-21,982
Croatia,HRV,2021-03-22,1033
Croatia,HRV,2021-03-23,1029
Croatia,HRV,2021-03-24,1038
Croatia,HRV,2021-03-25,1071
Croatia,HRV,2021-03-26,1107
Croatia,HRV,2021-03-27,1148
Croatia,HRV,2021-03-28,1201
Croatia,HRV,2021-03-29,1247
Croatia,HRV,2021-03-30,1289
Croatia,HRV,2021-03-31,1337
Croatia,HRV,2021-04-01,1390
Croatia,HRV,2021-04-02,1464
Croatia,HRV,2021-04-03,1469
Croatia,HRV,2021-04-04,1511
Croatia,HRV,2021-04-05,1616
Croatia,HRV,2021-04-06,1713
Croatia,HRV,2021-04-07,1750
Croatia,HRV,2021-04-08,1756
Croatia,HRV,2021-04-09,1768
Croatia,HRV,2021-04-10,1796
Croatia,HRV,2021-04-11,1870
Croatia,HRV,2021-04-12,1953
Croatia,HRV,2021-04-13,1948
Croatia,HRV,2021-04-14,1955
Croatia,HRV,2021-04-15,1988
Croatia,HRV,2021-04-16,2003
Croatia,HRV,2021-04-17,2014
Croatia,HRV,2021-04-18,2105
Croatia,HRV,2021-04-19,2179
Croatia,HRV,2021-04-20,2198
Croatia,HRV,2021-04-21,2201
Croatia,HRV,2021-04-22,2229
Croatia,HRV,2021-04-23,2227
Croatia,HRV,2021-04-24,2214
Croatia,HRV,2021-04-25,2288
Croatia,HRV,2021-04-26,2315
Croatia,HRV,2021-04-27,2263
Croatia,HRV,2021-04-28,2278
Croatia,HRV,2021-04-29,2239
Croatia,HRV,2021-04-30,2237
Croatia,HRV,2021-05-01,2210
Croatia,HRV,2021-05-02,2223
Croatia,HRV,2021-05-03,2247
Croatia,HRV,2021-05-04,2169
Croatia,HRV,2021-05-05,2123
Croatia,HRV,2021-05-06,2106
Croatia,HRV,2021-05-07,2079
Croatia,HRV,2021-05-08,2016
Croatia,HRV,2021-05-09,2032
Croatia,HRV,2021-05-10,2033
Croatia,HRV,2021-05-11,1928
Croatia,HRV,2021-05-12,1876
Croatia,HRV,2021-05-13,1837
Croatia,HRV,2021-05-14,1752
Croatia,HRV,2021-05-15,1684
Croatia,HRV,2021-05-16,1675
